Name,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,ID,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys
A. Romagnoli,64,82,58,53,65,74,36,36,63,20,24,9,14,12,8,9,76,210413,82,77,67,46,82,34,26,74,67,60,78,68,71,82,76,40,24
Óliver Torres,75,58,85,81,82,82,72,77,85,70,64,7,7,14,6,8,52,208777,67,62,79,69,43,64,77,80,81,65,62,67,73,66,38,81,60
H. Çalhanoğlu,71,57,76,76,80,72,78,92,78,74,93,9,14,11,6,10,53,208128,44,46,78,88,32,71,77,79,82,87,45,67,66,42,52,77,77
L. Vietto,76,66,78,88,85,71,66,83,86,82,70,14,14,8,8,12,69,207441,35,74,59,75,23,69,83,82,79,70,32,75,67,40,57,73,81
M. Arnold,67,66,73,69,79,73,63,73,78,77,59,11,9,11,10,10,54,206511,75,52,78,87,60,59,75,78,79,87,66,67,77,71,67,76,85
S. Gnabry,92,63,85,88,79,71,72,59,86,74,62,14,10,10,9,7,46,206113,38,64,66,74,41,69,75,76,76,82,45,88,68,46,68,68,80
L. Shaw,80,74,78,75,78,75,80,63,77,44,58,10,12,13,7,7,65,205988,78,68,64,48,74,53,73,77,75,62,79,84,74,79,79,65,58
E. Višća,90,47,92,88,79,77,76,70,81,80,56,8,14,14,12,16,45,205678,49,69,62,77,28,75,80,80,75,79,43,89,76,32,53,69,73
D. Baselli,70,65,79,75,83,74,74,79,80,67,73,11,12,13,7,6,64,205407,68,69,78,81,58,71,75,75,82,76,63,70,77,65,68,80,73
A. Milik,70,67,68,63,76,72,58,71,71,86,74,9,16,16,15,6,75,205175,36,62,62,80,29,79,79,75,63,83,32,75,75,34,71,60,76
Bernat,84,71,86,88,83,70,82,76,84,57,51,8,9,12,11,16,53,205069,75,73,64,62,78,53,74,80,79,63,79,74,77,81,57,70,59
W. Orban,55,78,48,58,61,71,38,28,56,34,32,15,12,15,10,6,83,204638,79,90,59,29,77,41,34,76,69,37,75,54,67,82,83,42,33
Rubén Pardo,65,60,76,76,80,69,62,76,79,66,77,7,13,8,11,7,48,204523,64,65,84,73,53,69,68,77,85,72,62,68,64,72,57,80,42
K. Zouma,63,83,45,52,66,71,54,59,48,47,60,14,14,7,9,15,77,204311,76,87,56,49,78,61,53,74,62,56,78,71,72,83,88,57,47
C. Kramer,53,78,67,54,79,77,61,54,71,45,51,8,13,9,6,8,58,204024,79,51,70,40,76,47,70,81,77,53,76,53,93,80,69,70,49
S. Vrsaljko,80,70,67,72,75,67,82,70,72,44,57,15,11,10,10,12,69,203890,79,84,70,58,77,52,65,77,74,75,75,81,89,78,73,68,53
Zé Luís,80,76,64,61,81,72,45,66,80,75,54,8,11,16,10,14,84,203757,29,92,44,64,18,75,78,80,63,79,24,81,68,19,83,75,75
J. Stones,71,73,64,57,77,79,62,46,69,29,29,7,15,11,10,8,77,203574,76,72,71,38,80,37,48,75,80,46,81,71,79,83,79,59,27
J. Vestergaard,47,81,30,28,56,70,46,41,49,34,40,16,11,11,15,10,86,202849,81,36,80,47,74,75,43,74,69,81,77,46,63,82,94,50,39
Fernando,70,80,74,81,76,70,60,82,58,63,82,16,9,13,8,6,62,202642,80,80,82,72,79,61,47,73,78,73,77,76,80,78,69,75,45
F. Fernández,48,78,48,48,66,71,23,49,39,26,42,12,12,13,14,12,80,201988,82,76,56,29,82,42,36,72,70,27,78,48,68,79,79,44,21
S. Sané,62,84,60,37,68,74,57,33,67,36,58,14,7,10,13,16,88,201956,80,51,65,53,72,43,48,76,70,76,73,68,75,80,86,61,26
N. Sansone,84,68,87,87,80,76,68,76,84,80,69,11,7,14,9,14,65,201858,38,66,65,82,15,66,78,74,75,83,33,82,72,44,65,79,73
P. Ntep,88,75,85,75,83,63,77,77,84,72,73,15,9,9,8,6,43,201533,28,49,67,76,22,70,75,76,75,79,15,90,72,25,74,71,74
F. Ghoulam,74,74,68,62,75,72,80,73,74,54,68,12,7,8,8,13,70,201454,74,73,70,69,74,76,64,78,74,80,78,84,91,79,73,58,52
J. Murillo,73,88,78,69,64,73,56,38,58,37,26,14,13,8,11,14,77,201377,78,86,62,13,80,46,45,73,61,68,84,76,71,81,76,54,44
Cédric,84,75,76,83,76,69,81,66,76,57,64,11,14,12,12,11,65,201118,76,73,69,78,76,60,71,76,75,80,79,80,88,78,63,65,68
L. Tonelli,72,85,72,79,58,74,40,38,54,25,17,13,11,13,11,6,76,201049,82,81,54,25,84,35,23,76,54,52,80,75,67,82,75,30,33
R. Saponara,71,52,71,71,85,76,76,80,83,64,70,5,3,5,5,3,58,201046,30,64,76,66,26,68,78,70,82,72,30,78,72,34,69,83,64
D. Sidibé,78,76,68,67,77,75,79,77,76,70,73,10,16,9,12,7,66,201042,76,83,70,68,75,43,76,74,76,69,79,82,90,78,75,69,42
Y. Konoplyanka,86,48,81,78,81,74,78,83,83,76,80,5,11,15,9,9,49,200641,37,66,74,78,21,75,75,76,75,77,27,86,66,28,58,73,67
L. Digne,79,75,71,80,79,71,78,68,73,52,57,6,12,9,6,13,64,200458,77,75,69,69,74,58,67,76,80,77,81,81,80,77,72,72,45
Paco Alcácer,72,59,76,78,79,69,53,66,72,81,59,12,14,14,8,5,77,200454,26,75,51,68,26,71,87,86,72,80,26,73,64,21,63,63,82
Vicente Gómez,40,65,62,40,81,70,57,59,70,65,50,15,13,9,6,16,74,199977,80,58,79,59,70,46,70,78,85,63,73,50,72,79,75,79,48
E. Çolak,76,52,86,90,82,71,77,75,80,75,79,7,12,15,6,7,65,199952,45,42,78,79,35,72,75,76,79,72,43,71,66,44,38,78,70
N. Jørgensen,76,60,65,64,80,83,68,69,78,79,64,6,8,14,9,7,72,199852,31,74,63,77,33,72,79,75,75,80,24,78,84,36,81,76,74
Oriol Romeu,63,88,60,58,72,75,37,49,59,25,53,12,14,10,11,16,67,199576,84,67,71,43,73,54,50,75,79,60,76,52,84,83,87,70,35
Nolito,74,73,83,81,80,82,77,82,78,79,80,10,15,12,8,8,45,199561,58,63,67,81,30,74,82,84,76,74,25,70,72,39,62,79,65
B. Martins Indi,54,86,53,62,64,69,71,30,53,38,38,11,9,7,15,6,75,199550,78,69,69,40,78,38,42,66,69,56,77,59,70,83,86,35,32
M. Gabbiadini,74,57,73,56,82,71,70,78,80,82,82,12,11,11,5,5,71,198683,18,76,64,81,18,72,78,75,72,84,20,74,69,24,75,72,72
P. Herrmann,86,58,85,81,79,72,78,74,82,75,60,14,13,8,8,7,54,198077,29,69,64,74,27,63,80,79,77,77,77,87,64,26,56,76,74
F. Lejeune,42,87,60,58,66,70,51,47,55,50,41,11,15,15,12,7,75,197948,81,77,67,66,76,43,46,72,74,72,73,54,74,82,90,40,42
J. Bruma,62,81,52,45,63,67,40,43,59,38,66,11,16,16,12,13,81,195363,74,80,76,65,76,39,49,68,75,86,78,68,67,81,90,61,34
P. Jones,51,85,42,61,68,72,64,38,60,50,35,10,8,6,16,11,75,194957,81,83,67,59,77,55,42,76,73,68,81,64,75,80,80,59,60
Keko,80,54,78,77,80,70,83,73,83,69,69,15,12,8,9,7,34,194174,59,66,76,72,24,66,73,79,77,67,43,78,65,53,67,81,70
H. Pérez,83,85,76,68,82,82,79,62,81,70,62,13,13,14,8,15,54,193887,43,77,65,78,21,48,81,78,76,88,14,81,68,24,69,72,64
Jaume Costa,83,81,80,82,78,69,79,67,69,53,59,10,11,16,10,14,66,193171,78,83,65,62,76,56,66,72,78,75,78,84,83,77,62,57,38
A. Areola,54,26,53,58,22,35,20,16,12,19,16,81,77,70,74,83,14,193105,23,59,32,14,19,25,17,76,41,25,12,52,28,18,80,34,16
Escudero,72,75,75,77,76,69,81,72,67,42,69,9,15,7,13,14,68,192679,81,73,77,63,75,66,61,74,76,81,81,78,81,76,69,56,47
Y. Mallı,78,48,83,81,82,81,76,75,82,75,69,13,14,14,15,10,40,192565,46,63,74,68,33,81,76,74,80,64,21,75,81,29,52,80,69
S. Corchia,77,76,76,78,77,70,79,78,75,58,80,6,8,7,10,15,70,191210,78,68,74,72,78,67,72,76,76,75,79,77,79,78,67,70,58
J. Kucka,69,86,75,54,77,78,68,68,77,65,70,14,8,9,15,8,77,190875,80,90,78,79,72,71,76,81,78,86,78,69,88,80,90,74,68
J. Zoet,57,18,54,42,34,61,17,13,15,12,16,80,76,77,78,82,19,190778,21,57,38,17,16,27,11,75,37,25,16,45,44,18,63,57,19
A. Ljajić,82,44,81,79,86,75,72,80,87,72,83,6,14,7,6,12,48,190544,32,63,71,78,23,75,75,75,78,76,35,79,69,35,65,78,74
Canales,65,55,70,69,82,69,74,81,80,75,78,15,12,16,13,12,38,190286,46,30,73,76,14,66,72,63,86,61,16,62,39,23,56,83,63
M. Hitz,41,25,45,31,17,42,12,15,13,27,17,82,75,73,79,82,18,190243,23,67,25,12,15,22,8,71,29,38,14,46,39,15,78,15,26
Balenziaga,73,76,68,68,78,69,81,78,67,41,33,15,10,7,6,11,70,190223,77,78,72,54,79,44,54,73,75,61,80,76,87,81,72,62,50
W. Bony,63,68,67,71,75,77,45,66,72,80,58,10,8,5,7,11,82,189963,38,83,45,76,25,77,83,72,68,83,28,68,73,42,90,65,76
B. Hübner,54,76,47,49,63,69,47,40,58,20,42,16,8,7,8,16,83,189433,79,61,49,22,82,50,41,78,57,52,79,55,62,84,78,51,45
F. Coquelin,65,91,74,81,78,74,60,55,72,41,41,9,9,8,10,15,60,189271,85,80,71,57,77,52,62,74,75,71,80,67,79,80,76,67,43
Jonathas,72,79,59,53,78,75,61,40,72,80,38,7,8,15,10,6,78,189169,28,75,46,73,24,73,81,74,63,85,32,77,66,24,87,65,74
G. Bou,76,52,74,76,79,78,69,66,79,80,71,6,6,15,16,7,74,188955,39,77,61,73,19,71,79,77,71,80,21,76,82,22,76,71,74
V. Babacan,49,29,58,50,19,41,12,16,14,15,12,80,77,68,81,80,16,188524,27,74,29,12,12,12,17,67,34,14,15,61,38,22,61,43,14
S. Doumbia,90,62,70,70,77,80,46,79,79,77,71,12,15,13,6,12,74,188428,29,83,65,75,34,80,77,80,73,79,37,91,78,39,73,74,77
Maurício,68,84,57,60,55,74,40,44,50,42,45,11,15,8,7,8,78,187324,78,88,62,53,80,52,32,74,67,56,79,69,71,79,80,46,51
M. Fabián,76,64,88,86,81,76,74,78,81,77,78,14,11,8,15,13,61,186307,34,71,75,80,20,75,75,75,80,81,39,69,75,44,66,77,77
R. Zieler,46,32,43,41,22,61,15,11,12,10,10,79,80,70,77,79,13,186148,21,69,22,14,11,24,15,80,25,21,13,50,32,12,55,39,12
A. Kolarov,64,85,63,58,75,85,89,85,78,55,81,16,15,8,16,6,80,185103,80,81,77,80,74,74,69,81,73,91,80,67,75,81,76,76,64
Mariano,86,76,74,73,82,70,83,82,71,54,56,10,12,12,9,13,66,184949,74,70,73,68,69,61,74,77,76,84,81,79,86,75,69,69,58
S. Feghouli,83,53,86,76,82,63,78,57,84,68,68,13,7,10,10,8,60,184881,31,71,67,71,25,62,77,78,73,79,31,88,72,32,58,75,68
K. Papadopoulos,61,92,53,60,52,68,44,40,40,24,43,11,10,12,9,10,90,184477,65,91,50,58,79,46,35,73,56,68,80,63,62,82,90,44,44
S. Wagner,53,88,53,50,74,72,49,55,65,83,54,6,15,8,7,12,88,184069,19,61,42,72,15,64,83,79,54,85,12,65,68,39,90,47,75
P. Piatti,88,55,85,91,80,68,79,81,81,76,58,10,8,13,8,10,71,183899,51,76,70,70,36,59,80,75,78,63,38,83,63,35,50,77,72
C. Yacob,49,85,59,68,76,79,34,52,66,58,55,6,6,12,9,8,78,183893,82,76,74,67,75,66,42,77,83,63,74,38,75,81,70,69,23
A. Ogbonna,69,70,60,54,59,73,51,51,61,25,36,5,3,5,4,4,77,183855,82,74,67,46,80,39,30,70,68,71,81,70,70,82,82,50,30
Roberto,45,29,68,40,31,54,15,14,12,14,14,80,72,74,78,82,19,183666,24,74,38,11,15,19,17,81,39,36,18,48,32,15,80,45,13
N. Amrabat,83,67,88,76,79,69,80,77,83,74,68,11,14,7,6,13,68,183108,54,56,67,72,47,77,73,74,78,81,55,80,69,65,77,78,73
W. Vainqueur,72,85,65,73,76,78,64,52,70,50,45,15,8,15,11,12,62,181402,83,73,74,62,74,32,56,78,77,76,73,68,85,77,81,66,56
Marcelo,61,73,49,47,65,76,26,39,62,44,41,16,15,10,7,14,82,180334,79,72,75,30,78,51,39,74,74,76,75,70,74,80,90,43,42
Antunes,78,75,78,76,77,70,81,82,74,56,80,10,7,10,9,14,57,178424,80,63,76,84,74,61,70,75,73,87,81,82,86,79,69,66,69
Fabricio,59,33,64,54,35,65,15,19,25,14,15,78,80,79,77,79,14,177723,26,79,44,14,18,22,14,77,43,25,11,63,42,14,58,55,13
S. Prödl,38,85,30,29,57,68,44,32,30,34,38,11,8,12,15,8,87,177578,74,64,49,32,80,35,37,73,60,47,76,36,65,83,89,46,22
F. Johnson,84,74,76,74,77,72,79,72,79,70,57,7,7,10,12,15,60,177159,65,69,72,59,70,53,78,80,79,69,73,89,80,75,64,74,66
Bojan,78,30,84,85,78,74,68,83,77,70,66,5,14,8,14,7,42,176993,29,48,72,70,20,71,77,72,81,76,19,75,67,22,43,81,79
P. Wernbloom,54,89,53,55,74,76,58,53,65,60,32,14,9,13,13,9,87,176731,82,49,72,72,77,66,70,77,75,81,80,58,93,79,83,69,46
A. Ayew,76,78,86,81,79,74,77,74,78,73,57,10,6,12,7,15,76,176571,52,88,71,75,49,71,79,75,77,75,57,75,86,60,71,75,65
D. Ospina,34,20,44,50,32,29,11,10,12,10,13,83,71,78,77,84,15,176550,25,75,32,12,10,26,16,70,36,35,12,34,29,13,38,40,12
W. Reid,67,82,57,43,57,71,28,33,43,46,38,13,15,9,10,12,81,176285,79,72,62,53,78,55,42,78,62,72,82,71,74,81,84,44,30
Lucas Leiva,50,83,70,72,73,78,63,66,69,23,47,10,8,8,5,6,65,176266,84,82,72,35,77,61,49,79,77,71,79,41,72,80,71,67,47
Z. Junuzović,77,76,86,91,80,78,85,88,80,68,82,15,9,11,15,8,58,173474,75,66,79,81,68,70,73,76,79,78,63,78,93,66,65,75,82
C. Ansaldi,77,80,79,66,78,81,78,76,80,57,45,15,15,11,8,8,63,173306,75,70,76,66,78,52,65,79,77,60,80,83,87,79,69,73,51
D. Zurutuza,67,70,72,57,79,71,69,72,80,76,59,10,14,11,14,7,65,172290,78,48,73,77,69,61,72,81,83,65,67,68,75,73,74,76,55
N. Şahin,58,68,76,74,81,84,80,83,80,61,81,13,10,13,12,11,65,170797,81,71,87,77,65,39,67,81,84,72,76,50,61,75,71,82,80
Gervinho,91,51,88,76,78,71,75,69,83,72,43,14,5,12,10,13,63,170733,39,65,67,61,13,63,80,75,71,69,15,92,90,29,55,74,70
G. dos Santos,87,53,88,90,83,76,73,73,79,78,80,6,9,11,7,5,61,170369,28,66,70,78,21,70,75,76,75,80,23,86,66,28,45,70,77
R. Shawcross,46,87,62,53,54,69,33,34,42,53,24,10,12,7,13,15,83,169596,80,68,69,28,79,48,31,73,63,44,79,51,76,80,89,50,35
J. Evans,65,78,50,57,70,72,52,32,39,28,25,12,16,16,15,8,81,169588,81,80,62,24,78,44,28,78,72,42,82,65,69,81,75,55,46
S. Sirigu,50,34,52,55,18,55,13,11,15,10,11,79,76,73,77,80,11,168435,20,68,28,14,16,19,10,75,23,20,13,51,34,11,66,46,12
A. Gyan,77,62,72,68,82,77,71,54,72,81,55,12,13,12,10,12,73,168320,26,73,51,72,22,70,80,77,76,80,28,77,75,29,79,80,80
Y. Cabaye,62,78,71,77,82,79,72,77,71,69,77,14,9,16,8,12,67,167943,77,70,78,76,70,78,70,81,81,78,73,63,71,75,68,80,73
Danilo,49,78,46,60,60,74,30,34,45,23,38,11,8,11,5,6,72,166072,86,76,66,49,86,50,25,74,60,72,82,52,49,84,74,42,22
N. Pareja,42,83,45,61,78,83,65,70,59,51,78,14,14,15,14,13,80,165501,80,69,77,69,77,69,43,82,76,77,76,35,43,80,77,56,49
S. Radu,72,75,70,67,69,76,67,45,66,55,48,9,12,12,6,13,70,165109,85,65,67,74,85,57,55,78,71,79,85,72,71,86,75,60,51
D. Abraham,76,80,61,54,58,78,44,45,44,46,67,6,10,12,9,8,78,160741,74,77,75,65,78,54,31,76,73,74,78,83,68,83,80,49,65
M. Krohn-Dehli,69,67,76,78,78,73,82,77,77,76,83,10,8,15,16,11,50,159240,75,57,81,68,54,76,82,85,80,81,61,66,67,73,66,86,53
Jurado,72,46,80,72,81,68,80,80,83,77,78,11,15,7,6,13,47,159171,40,62,79,75,19,66,79,81,82,76,27,69,62,26,56,80,69
B. Gomis,66,52,59,58,78,82,61,61,72,80,62,14,11,9,9,13,81,159145,38,73,46,75,39,83,79,76,73,84,35,68,65,32,82,69,79
H. Herrera,73,79,66,70,76,75,63,67,75,64,63,6,10,15,7,16,59,156519,79,66,71,76,74,58,76,75,75,81,67,74,92,76,73,73,59
Luisão,32,75,32,32,58,81,50,36,50,45,48,14,14,7,10,12,82,148711,81,61,58,45,73,66,30,69,65,68,80,34,50,85,92,48,51
V. Berezutskiy,52,80,34,45,49,75,59,51,45,23,43,7,15,11,16,7,78,148122,78,69,79,41,85,45,37,70,74,71,80,52,53,83,85,62,39
I. Akinfeev,51,24,53,45,22,68,19,19,15,13,13,77,72,78,82,83,18,148119,17,62,22,13,17,10,11,67,23,24,13,50,35,13,72,62,10
I. Denisov,67,87,77,75,78,76,67,62,73,63,54,13,7,15,13,12,59,147782,76,70,74,68,80,62,64,75,80,67,73,65,85,81,62,72,60
A. Samedov,81,73,78,73,78,74,80,86,74,74,79,8,8,8,11,12,59,147621,42,64,69,75,52,81,77,78,80,73,47,80,82,52,68,80,61
Xabi Prieto,45,57,52,51,82,78,88,81,77,74,76,12,6,7,15,7,75,146482,63,39,83,81,15,84,77,85,85,73,42,51,55,57,61,84,61
Negredo,62,78,67,60,75,69,50,68,71,80,70,11,6,11,7,13,83,146439,32,81,66,77,36,80,79,75,73,85,32,63,63,34,87,66,80
A. Pyatov,44,35,58,32,12,52,13,14,12,9,16,75,74,82,81,82,10,142902,23,73,24,12,12,15,14,75,29,19,10,44,37,9,78,63,12
P. Zabaleta,61,89,69,66,75,76,74,68,73,49,66,10,14,15,7,5,75,142784,84,84,64,57,78,64,71,85,72,66,82,61,69,83,78,66,53
G. Ochoa,47,19,65,42,18,57,15,14,10,12,17,76,69,78,78,87,19,140233,23,75,32,11,11,16,16,74,31,25,12,50,34,10,56,48,16
W. Caballero,44,30,39,55,30,56,12,23,12,11,11,80,76,73,78,81,22,139062,19,70,48,14,15,16,7,75,33,23,12,47,44,11,70,47,13
Vágner Love,76,72,77,82,77,76,57,68,78,81,38,16,16,13,8,6,78,137809,40,77,45,73,18,85,82,72,71,80,25,73,75,33,76,72,72
M. Vorm,57,23,67,53,35,65,13,12,18,14,14,78,76,72,75,83,17,137677,28,73,35,19,15,41,10,82,39,23,14,58,38,11,65,32,12
D. Baier,63,67,77,75,80,84,73,62,75,52,70,7,9,7,9,9,52,137351,84,78,82,44,71,62,58,81,85,68,74,51,75,76,67,80,58
R. Adler,46,25,49,43,20,49,13,12,13,14,13,78,77,70,80,80,10,121933,17,69,36,14,12,21,7,80,39,23,13,37,22,12,66,38,18
S. Sorrentino,34,22,52,48,20,66,11,14,12,10,11,80,80,65,82,80,10,49031,25,74,34,13,11,20,10,68,36,21,13,40,28,10,74,34,18
T. Rosický,76,74,78,80,83,84,77,81,82,65,70,14,11,6,11,13,46,8473,49,58,76,71,32,74,72,77,83,78,56,71,68,45,56,79,67
A. Pirlo,37,49,44,64,86,86,91,92,76,58,93,5,4,1,5,2,39,7763,57,33,87,65,40,84,48,79,88,75,39,30,38,49,58,88,74
G. Barry,30,80,43,60,76,81,80,78,68,56,78,7,13,9,7,12,74,6826,81,70,74,71,77,72,58,79,83,77,77,33,72,78,76,74,65
E. Belözoğlu,54,87,68,84,81,77,83,83,75,68,83,7,11,7,14,8,43,80,66,72,87,77,63,85,63,69,86,79,64,42,61,65,65,86,69
André Silva,75,76,77,72,78,70,59,69,77,75,33,14,13,7,11,8,77,228941,55,84,58,66,34,80,83,79,67,76,35,85,85,40,74,66,74
K. Dolberg,73,44,75,70,79,80,42,67,76,78,70,7,15,13,9,7,69,228687,21,72,54,78,20,74,75,77,68,87,19,79,71,24,77,69,75
Yeray,66,79,55,76,73,78,48,56,53,41,50,12,9,8,12,11,76,227950,85,75,71,43,73,61,39,80,71,69,85,69,71,74,76,34,55
C. Pulisic,93,44,91,92,79,64,65,69,86,71,58,8,12,13,16,14,49,227796,30,86,59,58,28,48,73,77,76,72,37,90,68,32,51,76,70
L. Tousart,69,86,64,68,73,73,61,36,71,42,45,11,15,16,10,15,73,227234,78,83,73,64,72,48,62,76,77,78,74,69,83,81,84,71,43
A. Onana,64,23,68,53,38,33,15,30,26,12,17,83,77,84,70,77,20,226753,15,80,26,17,16,27,11,76,33,21,14,62,39,18,67,60,13
V. Koziello,78,85,86,88,79,78,73,72,76,66,54,14,9,14,12,8,49,225199,77,62,74,59,75,60,77,76,81,65,71,75,75,77,66,80,63
N. Radoja,57,74,58,52,74,68,44,37,71,73,36,11,13,12,9,7,51,225028,81,64,78,72,76,42,79,79,77,63,78,44,71,80,76,80,32
V. Rongier,69,51,79,91,80,75,62,76,79,65,64,11,8,12,7,11,41,223874,72,72,78,78,75,65,71,72,80,74,70,55,71,82,55,75,73
O. Al Soma,74,67,69,69,76,71,66,69,71,80,74,9,7,15,12,13,77,223627,43,63,64,76,35,74,77,79,69,84,34,73,82,33,84,70,67
F. Cervi,91,60,92,90,79,81,70,70,84,72,50,12,8,9,11,10,48,223061,33,60,63,65,39,56,74,78,74,68,38,88,72,57,41,73,55
Jorge Meré,69,75,67,74,69,46,30,34,37,22,33,15,12,11,8,8,80,223033,79,80,62,27,80,51,25,76,72,48,81,68,67,79,71,34,33
Jony,86,58,84,82,76,75,80,81,76,75,76,11,16,13,13,9,44,222943,52,34,73,73,37,61,76,73,74,68,46,83,77,51,66,77,56
R. Karsdorp,86,83,65,65,75,68,78,60,76,53,60,13,7,14,16,15,69,222558,67,74,74,69,74,52,65,75,72,80,76,87,89,76,70,68,66
Dani Ceballos,72,76,72,73,83,71,70,69,82,62,61,12,15,16,7,13,37,222509,76,52,78,63,70,55,73,78,79,57,74,65,66,77,60,80,57
H. Lozano,94,42,92,76,77,76,74,69,83,72,59,11,10,14,14,10,56,221992,53,75,68,72,25,64,75,75,71,75,25,93,80,27,57,72,71
Raúl,54,90,59,52,59,75,56,37,52,50,43,10,9,7,13,12,80,221540,77,76,62,60,77,51,43,70,68,67,72,47,75,78,85,39,48
Pau López,45,39,40,57,16,36,24,23,18,19,21,76,77,75,79,77,15,221087,16,68,41,18,12,25,20,73,38,21,11,52,42,20,52,41,17
M. Vecino,68,72,66,56,79,70,68,60,74,60,58,4,4,4,4,4,60,219985,78,62,76,74,66,56,72,80,80,78,72,68,84,76,76,76,62
A. Sanabria,79,32,81,75,83,76,67,73,82,80,64,8,14,9,14,13,69,219932,21,75,56,65,21,69,80,74,71,75,15,81,70,20,76,72,67
R. Battaglia,65,83,67,67,76,77,58,65,77,65,64,7,7,7,9,9,68,219576,83,74,73,81,73,57,73,78,77,80,75,67,91,81,82,70,64
J. Izquierdo,93,27,90,83,78,73,70,75,83,71,34,13,8,12,7,13,60,219411,37,73,63,77,18,58,75,71,69,80,15,93,84,21,63,72,54
T. Bongonda,85,30,86,75,81,68,78,64,80,69,63,12,15,9,15,7,39,217877,30,63,61,67,17,57,77,80,77,79,29,81,59,30,54,73,58
Rúben Semedo,68,87,66,51,63,69,38,22,64,43,26,10,14,13,7,15,75,216778,81,85,60,58,76,38,48,73,65,72,76,75,77,78,83,48,51
Rafa,91,40,91,85,80,77,73,75,83,65,56,9,11,11,12,8,46,216547,43,58,60,64,23,59,78,79,74,71,31,92,64,38,37,75,64
Morales,89,58,79,66,77,67,76,78,85,75,71,14,13,13,16,8,54,216475,58,62,63,80,43,68,74,73,71,74,45,88,77,54,53,71,61
Capa,85,88,76,86,77,69,77,55,75,56,58,12,13,6,12,11,61,216189,69,77,56,62,69,54,76,73,71,81,82,87,91,76,80,72,52
M. Sportiello,48,23,55,58,22,49,13,14,19,18,21,80,76,68,77,81,18,216065,29,68,19,17,19,21,18,74,32,19,13,38,37,17,66,44,12
D. Zapata,69,58,64,58,76,73,44,46,72,81,64,9,9,8,6,8,78,215333,20,79,38,64,20,64,78,74,64,86,22,76,69,24,90,47,76
D. Benedetto,78,64,76,66,73,74,61,67,74,80,57,10,14,12,8,11,75,215061,28,88,65,80,25,68,81,75,67,82,27,84,77,27,72,69,71
D. Laxalt,86,65,82,77,78,76,77,61,77,64,60,10,12,10,9,8,43,213400,42,65,74,66,53,49,68,70,78,70,57,90,92,53,60,68,49
D. Origi,82,69,75,61,75,70,69,54,77,79,40,15,13,16,11,15,73,213135,28,75,59,69,30,65,80,76,75,77,18,84,74,24,82,71,70
N. Stark,75,76,61,63,72,65,54,43,65,50,35,7,15,10,15,13,80,212977,79,55,67,55,78,39,62,73,77,66,76,78,82,79,78,72,48
Hernâni,92,42,86,69,79,78,75,75,81,68,59,8,11,7,8,6,55,212911,21,62,65,67,14,68,79,79,73,70,23,91,73,19,59,64,68
Iuri Medeiros,84,67,88,92,79,79,79,88,82,73,82,7,8,7,9,12,45,212230,30,61,72,79,21,79,72,73,78,77,26,75,76,31,41,77,73
R. Gagliardini,71,71,65,63,78,75,64,70,76,55,39,12,6,8,7,9,76,212153,79,65,74,75,70,41,70,78,80,75,76,70,85,78,71,78,69
Pedro Santos,88,39,85,81,79,75,76,80,80,73,76,14,8,12,12,7,62,211119,34,72,64,74,23,65,77,76,73,76,26,87,79,28,52,74,64
Carles Gil,70,41,75,75,80,72,79,76,81,72,58,12,15,16,9,6,34,210930,40,60,78,66,36,69,74,76,81,63,39,70,66,43,55,77,71
Paulo Oliveira,67,71,54,53,65,67,36,33,60,25,29,14,8,11,12,7,77,210679,79,87,49,29,78,45,30,76,69,61,76,68,75,81,83,41,36
A. Szymanowski,91,55,84,87,74,71,78,69,78,77,57,11,8,10,12,6,67,210333,28,56,63,68,33,70,75,72,74,68,45,86,74,42,60,76,66
Bruno Peres,89,67,83,83,80,75,76,69,80,53,59,7,11,14,8,7,60,210282,74,69,66,75,73,70,74,75,76,85,79,92,93,76,69,63,73
K. Wimmer,55,76,59,61,67,72,52,24,63,21,28,13,10,15,12,11,76,209997,78,71,70,25,78,35,30,78,74,40,78,62,63,81,80,59,27
Tiago Volpi,59,24,63,47,24,50,20,65,16,14,60,83,69,62,77,82,13,209307,15,72,26,14,17,21,10,75,31,70,12,58,36,10,72,39,20
F. Kostić,89,65,76,72,80,77,80,79,83,64,75,13,14,12,12,13,48,208574,32,66,60,69,29,67,73,76,71,77,43,87,74,26,74,72,68
A. Samaris,59,90,60,58,75,68,63,58,70,58,73,11,11,8,7,12,78,208230,82,75,69,71,75,66,59,72,75,77,74,60,78,80,86,64,55
A. Doucouré,62,77,60,67,80,70,68,41,78,70,42,15,12,12,15,14,66,208135,78,71,74,74,70,45,73,73,82,75,73,69,81,79,83,77,67
G. Pizarro,64,87,61,54,74,77,62,66,69,59,54,7,12,16,15,7,60,207939,80,71,72,65,72,60,67,72,80,66,77,56,91,77,80,71,62
M. Ginter,54,68,56,49,72,68,73,58,61,51,51,12,10,6,8,10,83,207862,78,65,74,56,76,67,55,76,74,78,77,72,72,79,81,68,53
